transaction_id,customer_id,transaction_date,transaction_type,amount,transaction_status,channel,country,fraud_flag
791,1914,2023-02-02 22:00:00,DEBIT,86369,SUCCESS,CARD,UK,0
792,1075,2023-02-02 23:00:00,DEBIT,40868,SUCCESS,NETBANKING,UK,0
793,1264,2023-02-03 00:00:00,CREDIT,25495,SUCCESS,UPI,UK,0
794,1454,2023-02-03 01:00:00,DEBIT,20302,SUCCESS,CARD,UK,0
795,1795,2023-02-03 02:00:00,CREDIT,13373,FAILED,UPI,UK,0
796,1717,2023-02-03 03:00:00,DEBIT,48989,SUCCESS,CARD,USA,0
797,1734,2023-02-03 04:00:00,DEBIT,98735,SUCCESS,UPI,Singapore,0
798,1383,2023-02-03 05:00:00,CREDIT,73148,SUCCESS,NETBANKING,India,0
799,1563,2023-02-03 06:00:00,CREDIT,93867,SUCCESS,UPI,Singapore,0
800,1850,2023-02-03 07:00:00,CREDIT,88910,SUCCESS,CARD,UAE,0
801,1505,2023-02-03 08:00:00,DEBIT,45610,SUCCESS,CARD,UAE,0
802,1366,2023-02-03 09:00:00,CREDIT,88045,SUCCESS,CARD,Singapore,0
803,1143,2023-02-03 10:00:00,DEBIT,70749,SUCCESS,NETBANKING,UK,0
804,1884,2023-02-03 11:00:00,CREDIT,2981,SUCCESS,CARD,USA,0
805,1068,2023-02-03 12:00:00,DEBIT,46013,SUCCESS,CARD,India,0
806,1098,2023-02-03 13:00:00,DEBIT,84885,SUCCESS,NETBANKING,UK,0
807,1395,2023-02-03 14:00:00,DEBIT,65137,SUCCESS,CARD,Singapore,0
808,1024,2023-02-03 15:00:00,DEBIT,62557,SUCCESS,CARD,Singapore,0
809,1947,2023-02-03 16:00:00,CREDIT,35443,SUCCESS,NETBANKING,USA,0
810,1890,2023-02-03 17:00:00,CREDIT,62489,SUCCESS,UPI,USA,0
811,1468,2023-02-03 18:00:00,DEBIT,78350,SUCCESS,CARD,Singapore,0
812,1483,2023-02-03 19:00:00,CREDIT,8756,SUCCESS,UPI,UK,0
813,1564,2023-02-03 20:00:00,CREDIT,5841,SUCCESS,NETBANKING,UK,0
814,1150,2023-02-03 21:00:00,CREDIT,16761,SUCCESS,CARD,UK,0
815,1143,2023-02-03 22:00:00,CREDIT,97191,SUCCESS,CARD,India,0
816,1568,2023-02-03 23:00:00,CREDIT,28790,SUCCESS,NETBANKING,India,0
817,1038,2023-02-04 00:00:00,DEBIT,32933,SUCCESS,CARD,UK,0
818,1108,2023-02-04 01:00:00,CREDIT,71340,SUCCESS,UPI,Singapore,0
819,1692,2023-02-04 02:00:00,DEBIT,77811,SUCCESS,UPI,USA,0
820,1041,2023-02-04 03:00:00,CREDIT,57241,SUCCESS,NETBANKING,UAE,0
821,1185,2023-02-04 04:00:00,DEBIT,78332,SUCCESS,CARD,USA,0
822,1934,2023-02-04 05:00:00,CREDIT,39123,SUCCESS,CARD,USA,0
823,1397,2023-02-04 06:00:00,DEBIT,40309,SUCCESS,NETBANKING,UAE,0
824,1222,2023-02-04 07:00:00,DEBIT,93690,SUCCESS,UPI,UK,0
825,1633,2023-02-04 08:00:00,CREDIT,86712,SUCCESS,UPI,USA,0
826,1132,2023-02-04 09:00:00,DEBIT,80622,SUCCESS,NETBANKING,UAE,0
827,1162,2023-02-04 10:00:00,DEBIT,14540,SUCCESS,CARD,Singapore,1
828,1214,2023-02-04 11:00:00,DEBIT,8060,SUCCESS,UPI,Singapore,0
829,1732,2023-02-04 12:00:00,DEBIT,22562,SUCCESS,CARD,Singapore,0
830,1234,2023-02-04 13:00:00,CREDIT,17921,SUCCESS,UPI,UK,0
831,1842,2023-02-04 14:00:00,DEBIT,57872,SUCCESS,CARD,USA,0
832,1657,2023-02-04 15:00:00,CREDIT,27358,FAILED,UPI,USA,0
833,1750,2023-02-04 16:00:00,CREDIT,92989,SUCCESS,CARD,India,0
834,1587,2023-02-04 17:00:00,DEBIT,89052,SUCCESS,NETBANKING,Singapore,0
835,1008,2023-02-04 18:00:00,CREDIT,62624,SUCCESS,UPI,UK,0
836,1073,2023-02-04 19:00:00,DEBIT,22215,SUCCESS,NETBANKING,UAE,0
837,1953,2023-02-04 20:00:00,DEBIT,46533,SUCCESS,UPI,UK,0
838,1491,2023-02-04 21:00:00,DEBIT,90604,SUCCESS,UPI,USA,0
839,1912,2023-02-04 22:00:00,DEBIT,88367,SUCCESS,UPI,Singapore,0
840,1252,2023-02-04 23:00:00,CREDIT,88421,SUCCESS,CARD,India,0
841,1229,2023-02-05 00:00:00,CREDIT,79464,SUCCESS,UPI,UK,0
842,1518,2023-02-05 01:00:00,CREDIT,70177,SUCCESS,NETBANKING,India,0
843,1173,2023-02-05 02:00:00,CREDIT,40744,SUCCESS,CARD,USA,0
844,1652,2023-02-05 03:00:00,CREDIT,62743,SUCCESS,CARD,UAE,0
845,1167,2023-02-05 04:00:00,CREDIT,13411,SUCCESS,UPI,UK,0
846,1169,2023-02-05 05:00:00,DEBIT,30631,SUCCESS,CARD,USA,0
847,1392,2023-02-05 06:00:00,DEBIT,14688,FAILED,UPI,Singapore,0
848,1945,2023-02-05 07:00:00,CREDIT,49516,SUCCESS,NETBANKING,UK,0
849,1794,2023-02-05 08:00:00,DEBIT,12480,SUCCESS,CARD,India,0
850,1633,2023-02-05 09:00:00,CREDIT,42745,SUCCESS,CARD,UK,0
851,1193,2023-02-05 10:00:00,CREDIT,17918,SUCCESS,NETBANKING,USA,0
852,1516,2023-02-05 11:00:00,DEBIT,30957,FAILED,NETBANKING,USA,0
853,1028,2023-02-05 12:00:00,DEBIT,21811,SUCCESS,UPI,India,0
854,1164,2023-02-05 13:00:00,DEBIT,5197,SUCCESS,CARD,USA,0
855,1421,2023-02-05 14:00:00,CREDIT,28493,SUCCESS,NETBANKING,UK,0
856,1338,2023-02-05 15:00:00,DEBIT,22176,SUCCESS,CARD,India,0
857,1647,2023-02-05 16:00:00,DEBIT,84374,SUCCESS,NETBANKING,USA,0
858,1495,2023-02-05 17:00:00,DEBIT,57709,SUCCESS,CARD,USA,0
859,1364,2023-02-05 18:00:00,DEBIT,29417,SUCCESS,NETBANKING,UK,0
860,1832,2023-02-05 19:00:00,DEBIT,58580,SUCCESS,CARD,USA,0
861,1341,2023-02-05 20:00:00,DEBIT,7144,SUCCESS,UPI,UK,0
862,1499,2023-02-05 21:00:00,DEBIT,71133,SUCCESS,CARD,Singapore,0
863,1656,2023-02-05 22:00:00,DEBIT,55586,SUCCESS,UPI,UK,0
864,1510,2023-02-05 23:00:00,DEBIT,55262,SUCCESS,UPI,UAE,0
865,1326,2023-02-06 00:00:00,CREDIT,79387,SUCCESS,UPI,USA,0
866,1216,2023-02-06 01:00:00,DEBIT,29982,SUCCESS,CARD,Singapore,0
867,1300,2023-02-06 02:00:00,CREDIT,54178,SUCCESS,CARD,India,1
868,1131,2023-02-06 03:00:00,CREDIT,58834,SUCCESS,UPI,UAE,0
869,1803,2023-02-06 04:00:00,DEBIT,43926,SUCCESS,NETBANKING,India,0
870,1069,2023-02-06 05:00:00,DEBIT,88085,SUCCESS,CARD,UAE,0
871,1251,2023-02-06 06:00:00,DEBIT,44128,SUCCESS,CARD,Singapore,0
872,1414,2023-02-06 07:00:00,CREDIT,51431,SUCCESS,CARD,Singapore,1
873,1786,2023-02-06 08:00:00,DEBIT,99038,SUCCESS,CARD,Singapore,0
874,1444,2023-02-06 09:00:00,CREDIT,32643,SUCCESS,UPI,UAE,0
875,1875,2023-02-06 10:00:00,DEBIT,29462,SUCCESS,NETBANKING,UK,0
876,1181,2023-02-06 11:00:00,DEBIT,27415,SUCCESS,NETBANKING,India,0
877,1166,2023-02-06 12:00:00,DEBIT,27846,SUCCESS,NETBANKING,UK,0
878,1090,2023-02-06 13:00:00,DEBIT,10157,FAILED,NETBANKING,UK,0
879,1713,2023-02-06 14:00:00,DEBIT,43015,SUCCESS,UPI,USA,0
880,1857,2023-02-06 15:00:00,DEBIT,21161,SUCCESS,CARD,India,0
881,1530,2023-02-06 16:00:00,CREDIT,51470,FAILED,CARD,UAE,0
882,1038,2023-02-06 17:00:00,DEBIT,34257,SUCCESS,UPI,USA,0
883,1125,2023-02-06 18:00:00,DEBIT,11422,SUCCESS,CARD,USA,0
884,1450,2023-02-06 19:00:00,DEBIT,69912,SUCCESS,UPI,Singapore,0
885,1172,2023-02-06 20:00:00,CREDIT,77942,SUCCESS,NETBANKING,UAE,0
886,1652,2023-02-06 21:00:00,DEBIT,34117,SUCCESS,UPI,UK,0
887,1753,2023-02-06 22:00:00,CREDIT,56892,SUCCESS,CARD,UK,0
888,1219,2023-02-06 23:00:00,DEBIT,27842,SUCCESS,CARD,UK,0
889,1637,2023-02-07 00:00:00,DEBIT,97236,SUCCESS,CARD,Singapore,0
890,1057,2023-02-07 01:00:00,DEBIT,64908,SUCCESS,NETBANKING,UK,0
891,1659,2023-02-07 02:00:00,DEBIT,17729,SUCCESS,UPI,India,0
892,1475,2023-02-07 03:00:00,CREDIT,8345,SUCCESS,UPI,UK,0
893,1455,2023-02-07 04:00:00,CREDIT,97050,SUCCESS,CARD,UK,0
894,1828,2023-02-07 05:00:00,DEBIT,43970,SUCCESS,UPI,India,0
895,1894,2023-02-07 06:00:00,DEBIT,95734,SUCCESS,CARD,Singapore,0
896,1360,2023-02-07 07:00:00,CREDIT,64929,SUCCESS,UPI,USA,0
897,1934,2023-02-07 08:00:00,DEBIT,10688,SUCCESS,NETBANKING,UAE,0
898,1000,2023-02-07 09:00:00,DEBIT,542,SUCCESS,NETBANKING,Singapore,0
899,1386,2023-02-07 10:00:00,DEBIT,77439,SUCCESS,UPI,UK,0
900,1972,2023-02-07 11:00:00,DEBIT,40821,SUCCESS,NETBANKING,USA,0
901,1347,2023-02-07 12:00:00,CREDIT,37245,SUCCESS,NETBANKING,UAE,0
902,1189,2023-02-07 13:00:00,CREDIT,10699,SUCCESS,NETBANKING,UAE,0
903,1504,2023-02-07 14:00:00,DEBIT,72694,SUCCESS,CARD,UAE,0
904,1190,2023-02-07 15:00:00,DEBIT,82842,FAILED,UPI,India,0
905,1507,2023-02-07 16:00:00,DEBIT,77530,SUCCESS,UPI,India,0
906,1368,2023-02-07 17:00:00,DEBIT,3039,SUCCESS,CARD,USA,1
907,1408,2023-02-07 18:00:00,DEBIT,22249,SUCCESS,CARD,UK,0
908,1823,2023-02-07 19:00:00,DEBIT,66667,SUCCESS,NETBANKING,USA,0
909,1928,2023-02-07 20:00:00,DEBIT,10308,SUCCESS,UPI,UK,0
910,1933,2023-02-07 21:00:00,DEBIT,66198,SUCCESS,CARD,Singapore,0
911,1116,2023-02-07 22:00:00,CREDIT,49592,SUCCESS,NETBANKING,UAE,0
912,1133,2023-02-07 23:00:00,CREDIT,21051,SUCCESS,UPI,UAE,0
913,1057,2023-02-08 00:00:00,DEBIT,49020,SUCCESS,NETBANKING,India,0
914,1555,2023-02-08 01:00:00,CREDIT,46866,SUCCESS,UPI,Singapore,0
915,1684,2023-02-08 02:00:00,DEBIT,57114,SUCCESS,NETBANKING,Singapore,0
916,1671,2023-02-08 03:00:00,DEBIT,28451,SUCCESS,UPI,UK,0
917,1172,2023-02-08 04:00:00,DEBIT,84316,SUCCESS,UPI,Singapore,0
918,1828,2023-02-08 05:00:00,CREDIT,49486,FAILED,UPI,India,0
919,1814,2023-02-08 06:00:00,CREDIT,87222,SUCCESS,UPI,UK,0
920,1148,2023-02-08 07:00:00,CREDIT,9408,SUCCESS,NETBANKING,USA,0
921,1079,2023-02-08 08:00:00,CREDIT,59352,SUCCESS,CARD,UK,0
922,1885,2023-02-08 09:00:00,CREDIT,75245,SUCCESS,UPI,USA,0
923,1212,2023-02-08 10:00:00,DEBIT,95131,FAILED,UPI,UK,0
924,1202,2023-02-08 11:00:00,DEBIT,83311,SUCCESS,UPI,UAE,0
925,1763,2023-02-08 12:00:00,DEBIT,28164,SUCCESS,UPI,USA,0
926,1228,2023-02-08 13:00:00,DEBIT,53979,SUCCESS,NETBANKING,India,0
927,1675,2023-02-08 14:00:00,CREDIT,8820,SUCCESS,CARD,USA,0
928,1226,2023-02-08 15:00:00,DEBIT,43040,SUCCESS,CARD,USA,0
929,1658,2023-02-08 16:00:00,DEBIT,80093,SUCCESS,CARD,UK,0
930,1531,2023-02-08 17:00:00,CREDIT,68575,SUCCESS,NETBANKING,UAE,0
931,1440,2023-02-08 18:00:00,DEBIT,47213,SUCCESS,CARD,UK,0
932,1401,2023-02-08 19:00:00,CREDIT,49026,SUCCESS,NETBANKING,UK,0
933,1046,2023-02-08 20:00:00,DEBIT,38303,SUCCESS,NETBANKING,UAE,0
934,1232,2023-02-08 21:00:00,DEBIT,89001,FAILED,UPI,UK,0
935,1304,2023-02-08 22:00:00,CREDIT,5492,SUCCESS,NETBANKING,UAE,0
936,1525,2023-02-08 23:00:00,DEBIT,26005,SUCCESS,CARD,India,0
937,1142,2023-02-09 00:00:00,DEBIT,73608,SUCCESS,CARD,UAE,0
938,1414,2023-02-09 01:00:00,DEBIT,50485,FAILED,CARD,Singapore,0
939,1512,2023-02-09 02:00:00,DEBIT,30753,SUCCESS,UPI,UAE,0
940,1372,2023-02-09 03:00:00,DEBIT,91965,SUCCESS,UPI,UAE,0
941,1565,2023-02-09 04:00:00,CREDIT,84820,SUCCESS,UPI,Singapore,0
942,1885,2023-02-09 05:00:00,CREDIT,14899,SUCCESS,NETBANKING,UAE,0
943,1258,2023-02-09 06:00:00,CREDIT,60203,SUCCESS,CARD,USA,0
944,1655,2023-02-09 07:00:00,DEBIT,15152,SUCCESS,NETBANKING,UK,0
945,1470,2023-02-09 08:00:00,DEBIT,6144,SUCCESS,NETBANKING,UK,0
946,1952,2023-02-09 09:00:00,DEBIT,19971,SUCCESS,CARD,India,0
947,1970,2023-02-09 10:00:00,DEBIT,89403,SUCCESS,UPI,India,0
948,1011,2023-02-09 11:00:00,CREDIT,20334,FAILED,CARD,Singapore,0
949,1329,2023-02-09 12:00:00,CREDIT,21481,SUCCESS,NETBANKING,USA,0
950,1735,2023-02-09 13:00:00,CREDIT,17374,SUCCESS,NETBANKING,India,0
951,1783,2023-02-09 14:00:00,CREDIT,87940,FAILED,UPI,UK,0
952,1967,2023-02-09 15:00:00,CREDIT,83208,SUCCESS,NETBANKING,India,0
953,1357,2023-02-09 16:00:00,DEBIT,49992,SUCCESS,NETBANKING,India,0
954,1971,2023-02-09 17:00:00,CREDIT,50621,SUCCESS,CARD,UAE,0
955,1407,2023-02-09 18:00:00,CREDIT,91601,SUCCESS,UPI,India,0
956,1667,2023-02-09 19:00:00,CREDIT,84020,SUCCESS,CARD,Singapore,0
957,1372,2023-02-09 20:00:00,CREDIT,83491,SUCCESS,CARD,UK,0
958,1007,2023-02-09 21:00:00,DEBIT,18020,SUCCESS,CARD,Singapore,0
959,1121,2023-02-09 22:00:00,DEBIT,16802,SUCCESS,NETBANKING,Singapore,0
960,1347,2023-02-09 23:00:00,DEBIT,1994,SUCCESS,NETBANKING,USA,0
961,1675,2023-02-10 00:00:00,CREDIT,31085,FAILED,UPI,UAE,1
962,1089,2023-02-10 01:00:00,CREDIT,28387,SUCCESS,NETBANKING,Singapore,0
963,1647,2023-02-10 02:00:00,DEBIT,73627,SUCCESS,UPI,USA,0
964,1697,2023-02-10 03:00:00,CREDIT,15539,SUCCESS,CARD,UK,0
965,1315,2023-02-10 04:00:00,CREDIT,94720,SUCCESS,CARD,UK,0
966,1177,2023-02-10 05:00:00,CREDIT,42335,SUCCESS,NETBANKING,USA,0
967,1539,2023-02-10 06:00:00,CREDIT,27759,SUCCESS,NETBANKING,Singapore,0
968,1731,2023-02-10 07:00:00,CREDIT,25076,SUCCESS,UPI,Singapore,0
969,1868,2023-02-10 08:00:00,CREDIT,82743,SUCCESS,NETBANKING,UAE,0
970,1040,2023-02-10 09:00:00,DEBIT,67965,SUCCESS,NETBANKING,UAE,1
971,1739,2023-02-10 10:00:00,CREDIT,68406,SUCCESS,NETBANKING,UK,0
972,1703,2023-02-10 11:00:00,CREDIT,56797,SUCCESS,CARD,UAE,0
973,1922,2023-02-10 12:00:00,DEBIT,70482,SUCCESS,NETBANKING,USA,0
974,1501,2023-02-10 13:00:00,CREDIT,16751,SUCCESS,NETBANKING,UK,0
975,1958,2023-02-10 14:00:00,CREDIT,49144,SUCCESS,CARD,Singapore,0
976,1144,2023-02-10 15:00:00,DEBIT,14733,SUCCESS,CARD,UK,0
977,1200,2023-02-10 16:00:00,CREDIT,79264,SUCCESS,CARD,India,0
978,1928,2023-02-10 17:00:00,CREDIT,669,FAILED,CARD,UK,0
979,1723,2023-02-10 18:00:00,DEBIT,60000,SUCCESS,NETBANKING,UAE,0
980,1460,2023-02-10 19:00:00,CREDIT,67609,SUCCESS,NETBANKING,USA,0
981,1731,2023-02-10 20:00:00,DEBIT,33138,SUCCESS,NETBANKING,Singapore,0
982,1751,2023-02-10 21:00:00,DEBIT,49188,SUCCESS,UPI,Singapore,0
983,1924,2023-02-10 22:00:00,CREDIT,73277,SUCCESS,CARD,UAE,0
984,1908,2023-02-10 23:00:00,DEBIT,74566,SUCCESS,NETBANKING,UAE,0
985,1557,2023-02-11 00:00:00,DEBIT,72316,SUCCESS,NETBANKING,UAE,0
986,1546,2023-02-11 01:00:00,CREDIT,66893,SUCCESS,NETBANKING,India,0
987,1252,2023-02-11 02:00:00,DEBIT,73886,SUCCESS,CARD,USA,0
988,1389,2023-02-11 03:00:00,CREDIT,38238,SUCCESS,CARD,India,0
989,1593,2023-02-11 04:00:00,DEBIT,63410,FAILED,CARD,UAE,0
990,1882,2023-02-11 05:00:00,CREDIT,28857,SUCCESS,NETBANKING,USA,0
991,1255,2023-02-11 06:00:00,DEBIT,70494,SUCCESS,CARD,UAE,0
992,1708,2023-02-11 07:00:00,CREDIT,79127,SUCCESS,NETBANKING,USA,0
993,1814,2023-02-11 08:00:00,DEBIT,90930,SUCCESS,UPI,Singapore,0
994,1920,2023-02-11 09:00:00,CREDIT,56251,SUCCESS,CARD,India,0
995,1449,2023-02-11 10:00:00,CREDIT,49372,SUCCESS,CARD,UAE,0
996,1009,2023-02-11 11:00:00,DEBIT,7008,SUCCESS,NETBANKING,UAE,0
997,1823,2023-02-11 12:00:00,DEBIT,10944,SUCCESS,CARD,UK,0
998,1797,2023-02-11 13:00:00,DEBIT,51555,SUCCESS,CARD,Singapore,0
999,1241,2023-02-11 14:00:00,DEBIT,68547,SUCCESS,NETBANKING,UAE,0
1000,1250,2023-02-11 15:00:00,DEBIT,74627,SUCCESS,NETBANKING,India,0
1001,1876,2023-02-11 16:00:00,DEBIT,77208,SUCCESS,NETBANKING,Singapore,0
1002,1004,2023-02-11 17:00:00,CREDIT,43166,SUCCESS,UPI,UAE,0
1003,1118,2023-02-11 18:00:00,DEBIT,95329,SUCCESS,NETBANKING,India,0
1004,1800,2023-02-11 19:00:00,DEBIT,40104,SUCCESS,CARD,UK,1
1005,1373,2023-02-11 20:00:00,DEBIT,38433,SUCCESS,UPI,UK,0
1006,1064,2023-02-11 21:00:00,DEBIT,83129,SUCCESS,NETBANKING,India,0
1007,1145,2023-02-11 22:00:00,CREDIT,39797,SUCCESS,UPI,Singapore,0
1008,1223,2023-02-11 23:00:00,CREDIT,17734,SUCCESS,UPI,India,0
1009,1238,2023-02-12 00:00:00,DEBIT,24661,SUCCESS,CARD,India,0
1010,1176,2023-02-12 01:00:00,DEBIT,18133,SUCCESS,UPI,UK,0
1011,1778,2023-02-12 02:00:00,DEBIT,72987,SUCCESS,NETBANKING,UK,1
1012,1852,2023-02-12 03:00:00,DEBIT,55163,FAILED,UPI,UK,0
1013,1281,2023-02-12 04:00:00,DEBIT,26021,SUCCESS,UPI,UAE,0
1014,1062,2023-02-12 05:00:00,CREDIT,19440,SUCCESS,CARD,UAE,0
1015,1216,2023-02-12 06:00:00,DEBIT,62881,SUCCESS,CARD,USA,0
1016,1853,2023-02-12 07:00:00,CREDIT,15001,SUCCESS,NETBANKING,UAE,0
1017,1826,2023-02-12 08:00:00,CREDIT,10738,SUCCESS,CARD,Singapore,0
1018,1794,2023-02-12 09:00:00,DEBIT,38696,SUCCESS,NETBANKING,Singapore,0
1019,1688,2023-02-12 10:00:00,DEBIT,87014,SUCCESS,NETBANKING,UK,0
1020,1460,2023-02-12 11:00:00,CREDIT,44424,SUCCESS,CARD,India,0
1021,1928,2023-02-12 12:00:00,CREDIT,88456,SUCCESS,UPI,UK,0
1022,1609,2023-02-12 13:00:00,DEBIT,90696,SUCCESS,CARD,India,0
1023,1104,2023-02-12 14:00:00,CREDIT,32742,SUCCESS,UPI,UK,0
1024,1098,2023-02-12 15:00:00,DEBIT,25478,SUCCESS,UPI,UK,0
1025,1510,2023-02-12 16:00:00,DEBIT,50967,SUCCESS,NETBANKING,Singapore,0
1026,1384,2023-02-12 17:00:00,DEBIT,73786,SUCCESS,NETBANKING,India,0
1027,1404,2023-02-12 18:00:00,DEBIT,42975,FAILED,CARD,USA,0
1028,1822,2023-02-12 19:00:00,CREDIT,89695,FAILED,UPI,USA,0
1029,1517,2023-02-12 20:00:00,DEBIT,83829,FAILED,CARD,UK,0
1030,1475,2023-02-12 21:00:00,CREDIT,64477,SUCCESS,NETBANKING,UK,0
1031,1976,2023-02-12 22:00:00,DEBIT,54791,SUCCESS,UPI,Singapore,0
1032,1708,2023-02-12 23:00:00,CREDIT,93437,FAILED,CARD,India,0
1033,1862,2023-02-13 00:00:00,DEBIT,64403,SUCCESS,CARD,UK,0
1034,1644,2023-02-13 01:00:00,CREDIT,60939,SUCCESS,NETBANKING,USA,0
1035,1869,2023-02-13 02:00:00,CREDIT,49163,SUCCESS,NETBANKING,India,0
1036,1770,2023-02-13 03:00:00,CREDIT,91882,SUCCESS,NETBANKING,UK,0
1037,1436,2023-02-13 04:00:00,CREDIT,78443,SUCCESS,NETBANKING,India,0
1038,1022,2023-02-13 05:00:00,DEBIT,83171,SUCCESS,CARD,Singapore,0
1039,1996,2023-02-13 06:00:00,CREDIT,5592,SUCCESS,NETBANKING,USA,0
1040,1564,2023-02-13 07:00:00,DEBIT,31457,SUCCESS,NETBANKING,India,0
1041,1676,2023-02-13 08:00:00,DEBIT,71938,SUCCESS,CARD,USA,0
1042,1713,2023-02-13 09:00:00,DEBIT,32414,SUCCESS,CARD,UK,0
1043,1457,2023-02-13 10:00:00,CREDIT,48797,SUCCESS,UPI,UAE,0
1044,1082,2023-02-13 11:00:00,CREDIT,70383,FAILED,CARD,India,0
1045,1144,2023-02-13 12:00:00,DEBIT,59667,SUCCESS,UPI,USA,0
1046,1084,2023-02-13 13:00:00,CREDIT,47106,SUCCESS,NETBANKING,India,0
1047,1077,2023-02-13 14:00:00,CREDIT,60111,SUCCESS,UPI,UK,0
1048,1456,2023-02-13 15:00:00,DEBIT,10786,SUCCESS,UPI,UK,0
1049,1877,2023-02-13 16:00:00,DEBIT,37549,SUCCESS,NETBANKING,USA,0
1050,1000,2023-02-13 17:00:00,DEBIT,61706,SUCCESS,NETBANKING,Singapore,0
1051,1050,2023-02-13 18:00:00,CREDIT,18991,SUCCESS,NETBANKING,India,0
1052,1684,2023-02-13 19:00:00,DEBIT,52215,SUCCESS,UPI,India,0
1053,1716,2023-02-13 20:00:00,CREDIT,60819,SUCCESS,CARD,UK,0
1054,1771,2023-02-13 21:00:00,CREDIT,95564,SUCCESS,CARD,India,0
1055,1445,2023-02-13 22:00:00,DEBIT,73130,SUCCESS,CARD,USA,0
1056,1448,2023-02-13 23:00:00,CREDIT,36823,SUCCESS,NETBANKING,UAE,0
1057,1880,2023-02-14 00:00:00,CREDIT,29977,SUCCESS,NETBANKING,UK,0
1058,1487,2023-02-14 01:00:00,CREDIT,93617,SUCCESS,CARD,UAE,0
1059,1799,2023-02-14 02:00:00,DEBIT,14126,SUCCESS,NETBANKING,India,0
1060,1033,2023-02-14 03:00:00,DEBIT,20522,SUCCESS,UPI,Singapore,0
1061,1347,2023-02-14 04:00:00,DEBIT,9344,SUCCESS,UPI,USA,0
1062,1094,2023-02-14 05:00:00,DEBIT,33581,SUCCESS,NETBANKING,India,0
1063,1071,2023-02-14 06:00:00,CREDIT,89280,SUCCESS,CARD,USA,0
1064,1550,2023-02-14 07:00:00,DEBIT,58131,SUCCESS,CARD,India,0
1065,1153,2023-02-14 08:00:00,CREDIT,8621,FAILED,UPI,India,0
1066,1249,2023-02-14 09:00:00,CREDIT,1846,FAILED,NETBANKING,India,0
1067,1673,2023-02-14 10:00:00,DEBIT,83227,SUCCESS,CARD,UK,0
1068,1437,2023-02-14 11:00:00,DEBIT,92354,SUCCESS,CARD,UAE,0
1069,1117,2023-02-14 12:00:00,CREDIT,68332,SUCCESS,NETBANKING,Singapore,0
1070,1770,2023-02-14 13:00:00,CREDIT,12112,SUCCESS,NETBANKING,UAE,0
1071,1890,2023-02-14 14:00:00,CREDIT,80324,SUCCESS,CARD,UAE,0
1072,1305,2023-02-14 15:00:00,CREDIT,23557,SUCCESS,NETBANKING,USA,0
1073,1267,2023-02-14 16:00:00,DEBIT,70672,SUCCESS,NETBANKING,UK,0
1074,1960,2023-02-14 17:00:00,DEBIT,30060,SUCCESS,NETBANKING,UK,0
1075,1053,2023-02-14 18:00:00,DEBIT,87795,SUCCESS,CARD,India,0
1076,1235,2023-02-14 19:00:00,DEBIT,8010,SUCCESS,UPI,UAE,0
1077,1388,2023-02-14 20:00:00,CREDIT,2793,SUCCESS,NETBANKING,Singapore,0
1078,1989,2023-02-14 21:00:00,DEBIT,15958,SUCCESS,CARD,USA,0
1079,1733,2023-02-14 22:00:00,CREDIT,28910,SUCCESS,UPI,UK,0
1080,1762,2023-02-14 23:00:00,DEBIT,20192,SUCCESS,CARD,India,0
1081,1824,2023-02-15 00:00:00,DEBIT,88879,SUCCESS,CARD,Singapore,0
1082,1400,2023-02-15 01:00:00,DEBIT,48800,SUCCESS,CARD,UAE,0
1083,1623,2023-02-15 02:00:00,CREDIT,58205,SUCCESS,UPI,Singapore,0
1084,1766,2023-02-15 03:00:00,DEBIT,30605,FAILED,CARD,UK,0
1085,1302,2023-02-15 04:00:00,CREDIT,73328,FAILED,UPI,USA,0
1086,1918,2023-02-15 05:00:00,CREDIT,28655,SUCCESS,NETBANKING,UAE,0
1087,1206,2023-02-15 06:00:00,CREDIT,72034,SUCCESS,UPI,USA,0
1088,1228,2023-02-15 07:00:00,CREDIT,72888,SUCCESS,CARD,Singapore,0
1089,1852,2023-02-15 08:00:00,DEBIT,77357,SUCCESS,UPI,Singapore,0
1090,1909,2023-02-15 09:00:00,DEBIT,18039,SUCCESS,CARD,India,0
1091,1577,2023-02-15 10:00:00,DEBIT,11925,SUCCESS,NETBANKING,UAE,0
1092,1074,2023-02-15 11:00:00,DEBIT,90887,SUCCESS,UPI,Singapore,0
1093,1434,2023-02-15 12:00:00,DEBIT,24251,SUCCESS,NETBANKING,UK,0
1094,1102,2023-02-15 13:00:00,CREDIT,136,SUCCESS,UPI,UK,0
1095,1421,2023-02-15 14:00:00,CREDIT,94048,SUCCESS,CARD,USA,0
1096,1703,2023-02-15 15:00:00,DEBIT,83807,SUCCESS,UPI,UK,0
1097,1763,2023-02-15 16:00:00,CREDIT,39151,SUCCESS,NETBANKING,Singapore,0
1098,1737,2023-02-15 17:00:00,DEBIT,98397,SUCCESS,UPI,UK,0
1099,1805,2023-02-15 18:00:00,CREDIT,80838,SUCCESS,NETBANKING,UAE,0
1100,1305,2023-02-15 19:00:00,CREDIT,73696,SUCCESS,NETBANKING,USA,0
1101,1097,2023-02-15 20:00:00,CREDIT,60171,SUCCESS,CARD,UAE,0
1102,1849,2023-02-15 21:00:00,CREDIT,73701,SUCCESS,UPI,Singapore,0
1103,1797,2023-02-15 22:00:00,CREDIT,29973,SUCCESS,NETBANKING,Singapore,0
